,Event ID,Title,Event Type,Severity,Description,Source,Date
149,135,"Europe heatwave, 2015",Heat,More severe or more likely to occur,"""A heat wave swept across central Europe in summer 2015. Model experiments suggest that anthropogenic forcings were a major factor in setting the conditions for the development of the 2015 heat wave.""",http://www.ametsoc.net/eee/2015/12_europe_heat.pdf,2015
150,136,"Egypt heatwave, 2015",Heat,More severe or more likely to occur,"""A combined modeling and observational assessment of the 2015 heat wave in Egypt found that human discomfort increased due to anthropogenic climate change.""",http://www.ametsoc.net/eee/2015/14_egypt_heat.pdf,2015
151,137,"Deadly heat & humidity in India & Pakistan, summer 2015",Heat,More severe or more likely to occur,"""We find that the deadly heat waves in India and Pakistan in 2015 were exacerbated by anthropogenic climate change. Although the impacts of both events were severe, the events themselves were not connected to each other.""",http://www.ametsoc.net/eee/2015/16_india_pakistain.pdf,2015
152,138,"North-west China record heat, July 2015",Heat,More severe or more likely to occur,"""The record-breaking heat over northwest China in July 2015 was linked directly to atmospheric general circulation indices and anthropogenic forcing. The latter increased the risk of extreme heat by three-fold.""",http://www.ametsoc.net/eee/2015/19_nw_china.pdf,2015
153,139,"Western China extreme high temperatures, 2015",Heat,More severe or more likely to occur,"""Human influence has very likely increased the probability of occurrence of the 2015 western China extreme summer temperature events by at least 3-fold and 42-fold for the highest daily maximum and minimum temperatures, respectively.",http://www.ametsoc.net/eee/2015/20_w_china_heat.pdf,2015
154,140,"Japan heatwave, August 2015",Heat,More severe or more likely to occur,"""The persistent Japanese heat wave that occurred in early August 2015 was mainly attributed to intraseasonal disturbances including tropical cyclones. Anthropogenic warming contributed to an increase in the probability of occurrence.",http://www.ametsoc.net/eee/2015/21_japan_heat.pdf,2015
155,142,"Southern Australia's record warm October, 2015",Heat,More severe or more likely to occur,"""Anthropogenic climate change was found to have a substantial influence on southern Australia’s extreme heat in October 2015. The relative influence of El Niño conditions was less clear.""",http://www.ametsoc.net/eee/2015/23_australian_s_heat.pdf,2015
156,143,"Australia record heat, October 2015",Heat,More severe or more likely to occur,"""Using a seasonal forecasting framework for attribution, we find that half of the record heat anomaly across Australia in October 2015 can be attributed to increasing CO2, with much of the rest due to internal atmospheric variability.""",http://www.ametsoc.net/eee/2015/24_australian_oct_ht.pdf,2015
157,144,"Europe record hot temperatures, 2014",Heat,More severe or more likely to occur,"""The year 2014 broke the record for the warmest yearly average temperature in Europe...Each method shows a very strong anthropogenic influence on the event over Europe.""",http://onlinelibrary.wiley.com/doi/10.1002/2016GL069568/abstract,2014
158,145,"European temperature extremes, 1961-2010",Heat,More severe or more likely to occur,"""The models indicate that anthropogenic forcings have influenced almost all indices in recent decades and led to more prominent changes in the frequency of extremes.""",https://www.sciencedirect.com/science/article/pii/S2212094716300640,1961-2010
159,146,"Global summertime heat stress, 1973-2012",Heat,More severe or more likely to occur,"""Our analysis suggests that there has been a detectable anthropogenic increase in mean summertime heat stress since 1973, both globally and in most land regions analyzed.""",https://link.springer.com/article/10.1007/s10584-016-1708-z,1973-2012
160,147,"Global 'hot' events, post-1900",Heat,More severe or more likely to occur,"""We find a significant human contribution to the probability of record‐breaking global temperature events as early as the 1930s. Since then, all the last 16 record‐breaking hot years globally had an anthropogenic contribution to their probability of occurrence.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2015GL067448,1900
161,148,"Global temperature extremes, 1951-2010",Heat,More severe or more likely to occur,"""Results confirm previous HadEX/CMIP3-based results in which anthropogenic (ANT) signals are robustly detected in the increase in global mean and northern continental regional means of the four indices of extreme temperatures.""",https://link.springer.com/article/10.1007/s00382-015-2674-2,1951-2010
162,Rapid study.  149,"North Pole 'unusually high' temperatures, winter 2016",Heat,More severe or more likely to occur,"""The model analyses show that the event would also have been extremely unlikely in a world without anthropogenic emissions of greenhouse gases and aerosols, attributing the cause of the change to human influences.""",https://www.worldweatherattribution.org/north-pole-nov-dec-2016/,2016
163,150,"Europe temperature extremes, 1951-2005",Heat,More severe or more likely to occur,"""An anthropogenic contribution to the increasing area affected by maximum and minimum temperature extremes is thus found for all regions, in particular from greenhouse gas forcing.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
164,150,"North America temperature extremes, 1951-2005",Heat,More severe or more likely to occur,"""An anthropogenic contribution to the increasing area affected by maximum and minimum temperature extremes is thus found for all regions, in particular from greenhouse gas forcing.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
165,150,"Asia temperature extremes, 1951-2005",Heat,More severe or more likely to occur,"""An anthropogenic contribution to the increasing area affected by maximum and minimum temperature extremes is thus found for all regions, in particular from greenhouse gas forcing.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
166,150,"Australia temperature extremes, 1951-2005",Heat,More severe or more likely to occur,"""An anthropogenic contribution to the increasing area affected by maximum and minimum temperature extremes is thus found for all regions, in particular from greenhouse gas forcing.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
167,150,"Northern hemisphere temperature extremes, 1951-2005",Heat,More severe or more likely to occur,"""An anthropogenic contribution to the increasing area affected by maximum and minimum temperature extremes is thus found for all regions, in particular from greenhouse gas forcing.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
168,Rapid study.  151,"India all-time high temperature, May 2016",Heat,No discernible human influence,"""The analysis did not find a significant trend for these individual heat waves…The lack of a detectable trend may be due to the masking effect of aerosols on global warming and increased use of irrigation.""",https://www.worldweatherattribution.org/india-heat-wave-2016/,2016
169,152,"UK record winter sunshine, 2014-15",Sunshine,More severe or more likely to occur,"""Extreme winter sunshine in the United Kingdom, as observed in the record high 2014/15 season, has become more than 1.5 times more likely to occur under the influence of anthropogenic forcings.""",http://www.ametsoc.net/eee/2015/10_uk_sunshine.pdf,2014-15
170,153,"Ethiopia drought, 2015",Drought,More severe or more likely to occur,"""Anthropogenic warming contributed to the 2015 Ethiopian and southern African droughts by increasing El Niño SSTs and local air temperatures, causing reduced rainfall and runoff, and contributing to severe food insecurity.""",http://www.ametsoc.net/eee/2015/15_african_drought.pdf,2015
171,153,"Southern Africa drought, 2015",Drought,More severe or more likely to occur,"""Anthropogenic warming contributed to the 2015 Ethiopian and southern African droughts by increasing El Niño SSTs and local air temperatures, causing reduced rainfall and runoff, and contributing to severe food insecurity.""",http://www.ametsoc.net/eee/2015/15_african_drought.pdf,2015
172,154,"Tasmania record low rainfall, October 2015",Drought,More severe or more likely to occur,"""Anthropogenic climate change and El Niño made small but significant contributions to increasing the likelihood of record low rainfall in October 2015 in Tasmania. Atmospheric variability was the main contributor.""",http://www.ametsoc.net/eee/2015/25_tasmania_precip.pdf,2015
173,155,"Western Canada extreme drought, 2015",Drought,More severe or more likely to occur,"""Analysis results indicate that the 2015 extreme drought in western Canada was likely an outcome of anthropogenically influenced warm spring conditions and naturally forced dry weather from May to July.""",http://www.ametsoc.net/eee/2015/9_canada_drought.pdf,2015
174,156,"Western US 'exceptionally low' snowpack, 2015",Drought,More severe or more likely to occur,"""[B]oth human influence and sea surface temperature (SST) anomalies contributed strongly to the risk of snow drought in Oregon and Washington: the contribution of SST anomalies was about twice that of human influence.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016GL069965,2015
175,157,"Washington snowpack drought, 2014-15",Drought,More severe or more likely to occur,"""The 2014/15 snowpack drought resulted from exceedingly high temperatures notwithstanding normal precipitation—a drought type that may reoccur due to accelerated anthropogenic warming and aggravated by naturally driven low precipitation.""",http://www.ametsoc.net/eee/2015/5_us_fire_drought.pdf,2014-15
176,158,"New Zealand drought, January-March 2013",Drought,More severe or more likely to occur,"""Our results demonstrate robust (>99% confidence) increases in the likelihood of observing circulation patterns like those of the 2013 drought in the recent‐climate simulations when compared with the early‐climate simulations.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016JD025602,2013
177,159,"Southeast China extreme rainfall, May 2015",Rain & flooding,More severe or more likely to occur,"""Anthropogenic climate change increased the probability that a short-duration, intense rainfall events and associated flooding, like the one that occurred in May, would occur in parts of southeast China.""",http://www.ametsoc.net/eee/2015/18_china_precip.pdf,2015
178,160,"Flooding in Boulder, September 2013",Rain & flooding,More severe or more likely to occur,"""[W]e deduce an increase in the likelihood of extreme one-day precipitation but of a smaller magnitude than what would be expected in a warming world according to the Clausius–Clapeyron relation. For five-day extremes, we are unable to detect a change in likelihood.""",http://iopscience.iop.org/article/10.1088/1748-9326/11/12/124009/meta,2013
179,161,"Southern England floods, winter 2013-14",Rain & flooding,More severe or more likely to occur,"""In a large ensemble of climate model simulations, we find that, as well as increasing the amount of moisture the atmosphere can hold, anthropogenic warming caused a small but significant increase in the number of January days with westerly flow, both of which increased extreme precipitation.""",http://www.nature.com/nclimate/journal/v6/n6/full/nclimate2927.html,2013-14
180,162,"Louisiana floods, August 2016",Rain & flooding,More severe or more likely to occur,"""These simulations suggest that ~20% of the 4 day precipitation that fell on Louisiana (average of detrend and double trend) could have been augmented by climate warming trends.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016GL071460,2016
181,150,"Europe heavy rainfall, 1951-2005",Rain & flooding,More severe or more likely to occur,"""These results show that an anthropogenic contribution to the heavy precipitation component over Europe is found for a majority of models analyzed.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
182,150,"North America heavy rainfall, 1951-2005",Rain & flooding,More severe or more likely to occur,"""[T]here is a clear difference emerging between the different scenarios, indicating a likely anthropogenic influence on this component that is underestimated in the models.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
183,150,"Asia heavy rainfall, 1951-2005",Rain & flooding,More severe or more likely to occur,"""These results indicate that [greenhouse gas] forcing is needed to explain the observed trends.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
184,150,"Northern hemisphere heavy rainfall, 1951-2005",Rain & flooding,More severe or more likely to occur,"""[C]limate models are at least partially able to replicate the observed increase in the areas experiencing “much above average” contribution of heavy precipitation to total precipitation across the northern hemisphere, and that part of this increase in area is due to anthropogenic effects.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
185,150,"Australia heavy rainfall, 1951-2005",Rain & flooding,No discernible human influence,"""Over Australia, the simulations do not exhibit any trend, consistent with no trend in the observations.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0164.1,1951-2005
186,163,"Late onset of Nigeria wet season, 2015",Rain & flooding,No discernible human influence,"""We find no evidence that the delayed onset of the wet season over Nigeria during April–May 2015 was made more likely by anthropogenic influences or anomalous sea surface temperatures. """,http://www.ametsoc.net/eee/2015/13_nigeria_precip.pdf,2015
187,164,"Chennai heavy rainfall event, December 2015",Rain & flooding,No discernible human influence,"""Extreme one-day rainfall caused widespread flooding in Chennai, India, in December 2015. No effect of global warming was detected, likely caused by aerosols counteracting greenhouse gases up to now.""",http://www.ametsoc.net/eee/2015/17_india_precip.pdf,2015
188,Rapid study.  165,"Rainstorms in Germany, May 2016",Rain & flooding,Insufficient data/inconclusive,"""The results for this region are inconclusive and no attribution statement can be made at this time.""",https://www.worldweatherattribution.org/european-rainstorms-may-2016/,2016
189,166,"Record low Arctic sea ice, March 2015","Cold, snow & ice","Decrease, less severe or less likely to occur","""The record low Northern Hemisphere (NH) winter sea ice maximum stemmed from a strong interannual surface anomaly in the Pacific sector, but it would not have been reached without long-term climate change.""",https://journals.ametsoc.org/doi/pdf/10.1175/BAMS-D-16-0153.1,2015
190,167,"Eastern US winter cold wave, 2015","Cold, snow & ice","Decrease, less severe or less likely to occur","""Consistent with observations, the majority of climate models find that climate change has led to a shift in the distribution of winter daily minimum temperatures toward warmer conditions, and subsequently a decrease in the likelihood of extreme cold waves in the North Atlantic.""",http://www.ametsoc.net/eee/2015/7_us_winter.pdf,2015
191,168,"Arctic sea ice record low, 2012","Cold, snow & ice","Decrease, less severe or less likely to occur","""Using several different metrics to define the events in question, it is shown that an extreme SIE minimum of the magnitude seen in 2012 is consistent with a scenario including anthropogenic influence and is extremely unlikely in a scenario excluding anthropogenic influence.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0412.1,2012
192,169,"North America winter temperature dipole, 1980-2015","Cold, snow & ice","Decrease, less severe or less likely to occur","""Using a large single‐model ensemble of climate simulations, we show that the observed positive trend in the warm‐West/cool‐East events is attributable to historical anthropogenic emissions including greenhouse gases, but that the co‐occurrence of extreme western warmth and eastern cold will likely decrease in the future.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016JD025116,1980-2015
193,Rapid study.  170,"US record low temperatures, December 2016","Cold, snow & ice",No discernible human influence,"""The cold air outbreak of the next few days is nothing unusual, and neither inconsistent with an overall picture of a warming world, nor evidence that global warming is making cold weather more extreme.""",https://www.worldweatherattribution.org/u-s-deep-freeze-december-2016/,2016
194,167,"Eastern US extremely cold days, 2015","Cold, snow & ice",No discernible human influence,"""There is no systematic trend in the number of extremely cold days, thus no evidence to suggest that the frequency or persistence of cold events is systematically changing""",http://www.ametsoc.net/eee/2015/7_us_winter.pdf,2015
195,171,"North America cold spell, February 2015","Cold, snow & ice",Insufficient data/inconclusive,"""The cold spell of February 2015 in North America was predominantly internally generated; reduced Arctic sea ice and anomalous sea surface temperatures may have contributed in establishing and sustaining the anomalous flow.""",http://www.ametsoc.net/eee/2015/8_us_cold_na.pdf,2015
196,172,"Extreme accumulated cyclone energy in western North Pacific, 2015",Storm,More severe or more likely to occur,"""The extreme value of the 2015 western North Pacific (WNP) accumulated cyclone energy (ACE) was mainly caused by the sea surface warming in the eastern and central Pacific, with the anthropogenic forcing largely increasing the odds of the occurrence of this event.""",http://www.ametsoc.net/eee/2015/26_wnp_ace.pdf,2015
197,173,"Hurricane Sandy-like floods, 1800-2100",Storm,More severe or more likely to occur,"""Due to the effect of sea level rise, the return period of Hurricane Sandy’s flood height decreased by a factor of ∼3× from year 1800 to 2000 and is estimated to decrease by a further ∼4.4× from 2000 to 2100 under a moderate-emissions pathway.""",https://www.pnas.org/content/early/2016/10/06/1604386113.abstract,1800-2100
198,174,"Alaska fire season, 2015",Wildfire,More severe or more likely to occur,"""The 2015 Alaska fire season burned the second largest number of acres since records began in 1940. Human-induced climate change may have increased the risk of a fire season of this severity by 34%–60%.""",http://www.ametsoc.net/eee/2015/4_ak_fire.pdf,2015
199,175,"Western US wildfires, 1979-2015",Wildfire,More severe or more likely to occur,"""We estimate that human-caused climate change contributed to an additional 4.2 million ha of forest fire area during 1984–2015, nearly doubling the forest fire area expected in its absence.""",https://www.pnas.org/content/113/42/11770,1979-2015
200,176,"California wildfire activity, 1975-2050",Wildfire,More severe or more likely to occur,"""Historically, we find that anthropogenic influences account for up to fifty percent of explanatory power in the model.""",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0153589,1975-2050
201,177,"Florida's 'sunny-day flood', September 2015",Oceans,More severe or more likely to occur,"""The probability of a 0.57-m tidal flood within the Miami region has increased by >500% since 1994 from a 10.9-cm sea level rise (SLR)-related trend in monthly highest tides.""",http://www.ametsoc.net/eee/2015/6_tidal_flood.pdf,2015
202,133,"Record warmth in the central Pacific, 2015",Oceans,Insufficient data/inconclusive,"""In 2015, record warm surface temperatures were observed for the global mean, India, and the equatorial central Pacific. CMIP5 simulations suggest that for the globe and India, anthropogenic warming was largely to blame.""",http://www.ametsoc.net/eee/2015/2_gc_heat.pdf,2015
203,141,"Indonesia severe heat and drought, 2015",Compound,More severe or more likely to occur,"""El Niño and human-induced climate change have substantially increased the likelihood of rainfall deficits and high temperatures, respectively, in Indonesia such as those experienced in the drought conditions of July–October 2015.""",http://www.ametsoc.net/eee/2015/22_indonesia_heat.pdf,2015
204,Rapid study.  178,"Great Barrier Reef mass bleaching, 2016",Impact,More severe or more likely to occur,"""We found that climate change has dramatically increased the likelihood of very hot March months like that of 2016 in the Coral Sea. We estimate that there is at least a 175 times increase in likelihood of hot March months because of the human influence on the climate.""",https://www.worldweatherattribution.org/great-barrier-reef-bleaching-march-2016/,2016
205,179,"Paris summer heatwave deaths, 2003",Impact,More severe or more likely to occur,"""Out of the estimated ~315 and ~735 summer deaths attributed to the heatwave event in Greater London and Central Paris, respectively, 64 (±3) deaths were attributable to anthropogenic climate change in London, and 506 (±51) in Paris.""",https://iopscience.iop.org/article/10.1088/1748-9326/11/7/074006,2003
206,179,"London summer heatwave deaths, 2003",Impact,More severe or more likely to occur,"""Out of the estimated ~315 and ~735 summer deaths attributed to the heatwave event in Greater London and Central Paris, respectively, 64 (±3) deaths were attributable to anthropogenic climate change in London, and 506 (±51) in Paris.""",https://iopscience.iop.org/article/10.1088/1748-9326/11/7/074006,2003
207,180,"Global extreme events, 1931-2016",Heat,More severe or more likely to occur,"""We find that historical warming has increased the severity and probability of the hottest month and hottest day of the year at >80% of the available observational area.""",https://www.pnas.org/content/early/2017/04/18/1618082114.full,1931-2016
208,181,"Global record temperature streak, 2014-16",Heat,More severe or more likely to occur,"""We find that this sequence of record‐breaking temperatures had a negligible (<0.03%) likelihood of occurrence in the absence of anthropogenic warming.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017GL074056,2014-16
209,182,"Global temperature record, 2016",Heat,More severe or more likely to occur,"The findings indicate a ""29‐fold increase in the likelihood of setting a record for a hot year in global temperatures in 2016 due to anthropogenic forcings"".",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017EF000611,2016
210,182,"Central England temperature record, 2014",Heat,More severe or more likely to occur,"""Human‐induced climate change increased the chance of setting a new heat record in the CET [Central England Temperature] in 2014 by at least a factor 35.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017EF000611,2014
211,Rapid study.  183,"New South Wales hottest summer, 2017",Heat,More severe or more likely to occur,"""Average summer temperatures like those seen [in New South Wales] during 2016-2017 are now at least 50 times more likely in the current climate than in the past, before global warming began.""",https://www.worldweatherattribution.org/extreme-heat-australia-february-2017/,2017
212,Rapid study.  184,"Eastern US 'exceedingly warm' Feburary, 2017",Heat,More severe or more likely to occur,"""Overall, we find that the chances of seeing a February as warm as the one experienced across the Lower 48 has increased more than threefold because of human-caused climate change.""",https://www.worldweatherattribution.org/u-s-heat-february-2017/,2017
213,Rapid study.  185,"Europe heatwave, June 2017 (Belgium)",Heat,More severe or more likely to occur,"""The team found that climate change made the intensity and frequency of such extreme heat at least twice as likely in Belgium, at least four times as likely in France, Switzerland, the Netherlands, and central England and at least 10 times as likely in Portugal and Spain"".",https://www.worldweatherattribution.org/european-heat-june-2017/,2017
214,Rapid study.  185,"Europe heatwave, June 2017 (France)",Heat,More severe or more likely to occur,"""The team found that climate change made the intensity and frequency of such extreme heat at least twice as likely in Belgium, at least four times as likely in France, Switzerland, the Netherlands, and central England and at least 10 times as likely in Portugal and Spain"".",https://www.worldweatherattribution.org/european-heat-june-2017/,2017
215,Rapid study.  185,"Europe heatwave, June 2017 (Netherlands)",Heat,More severe or more likely to occur,"""The team found that climate change made the intensity and frequency of such extreme heat at least twice as likely in Belgium, at least four times as likely in France, Switzerland, the Netherlands, and central England and at least 10 times as likely in Portugal and Spain"".",https://www.worldweatherattribution.org/european-heat-june-2017/,2017
216,Rapid study.  185,"Europe heatwave, June 2017 (Portugal)",Heat,More severe or more likely to occur,"""The team found that climate change made the intensity and frequency of such extreme heat at least twice as likely in Belgium, at least four times as likely in France, Switzerland, the Netherlands, and central England and at least 10 times as likely in Portugal and Spain"".",https://www.worldweatherattribution.org/european-heat-june-2017/,2017
217,Rapid study.  185,"Europe heatwave, June 2017 (Spain)",Heat,More severe or more likely to occur,"""The team found that climate change made the intensity and frequency of such extreme heat at least twice as likely in Belgium, at least four times as likely in France, Switzerland, the Netherlands, and central England and at least 10 times as likely in Portugal and Spain"".",https://www.worldweatherattribution.org/european-heat-june-2017/,2017
218,Rapid study.  185,"Europe heatwave, June 2017 (Switzerland)",Heat,More severe or more likely to occur,"""The team found that climate change made the intensity and frequency of such extreme heat at least twice as likely in Belgium, at least four times as likely in France, Switzerland, the Netherlands, and central England and at least 10 times as likely in Portugal and Spain"".",https://www.worldweatherattribution.org/european-heat-june-2017/,2017
219,Rapid study.  185,"Europe heatwave, June 2017 (UK)",Heat,More severe or more likely to occur,"""The team found that climate change made the intensity and frequency of such extreme heat at least twice as likely in Belgium, at least four times as likely in France, Switzerland, the Netherlands, and central England and at least 10 times as likely in Portugal and Spain"".",https://www.worldweatherattribution.org/european-heat-june-2017/,2017
220,Rapid study.  186,"Euro-Mediterannean heat, summer 2017",Heat,More severe or more likely to occur,"""The team found that climate change increased the chances of seeing a summer as hot as 2017 by at least a factor of 10 and a heat wave like Lucifer by at least a factor of four since 1900.""",https://www.worldweatherattribution.org/euro-mediterranean-heat-summer-2017/,2017
221,187,"Tibetan Plateua severe drought, autumn 2009",Drought,More severe or more likely to occur,"""Ensemble simulations of climate models demonstrate a robust increase in the dry and warm meteorological conditions seen during the 2009 SEPTP autumn drought due to anthropogenic global warming.""",http://journals.ametsoc.org/doi/abs/10.1175/JCLI-D-16-0636.1,2009
222,188,"Central US severe drought, 2012",Drought,More severe or more likely to occur,"""An anthropogenic impact on precipitation was detectable in the simulations, doubling the likelihood of what would have been a rainfall deficit with a 2% exceedance probability under preindustrial-level forcings.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-16-0294.1,2012
223,189,"Northeast Brazil drought, 2012-16",Drought,No discernible human influence,"""Northeast Brazil experienced profound water shortages in 2016 due to a five-year drought. Using multiple methods, we could not find sufficient evidence that anthropogenic climate change increased drought risk.""",https://journals.ametsoc.org/doi/abs/10.1175/BAMS-D-17-0102.1,2012-16
224,190,"Kenya drought, 2016",Drought,No discernible human influence,"""Analysing precipitation data for the South East and North West of Kenya we found no consistent signal from human‐induced climate change and thus conclude that it has not greatly affected the likelihood of low rainfall such as in 2016.""",https://rmets.onlinelibrary.wiley.com/doi/full/10.1002/joc.5389,2016
225,191,"Ethiopia drought, 2015",Drought,Insufficient data/inconclusive,"""Taking the model spread into account we again cannot attribute the drought to anthropogenic climate change.""",http://journals.ametsoc.org/doi/abs/10.1175/JCLI-D-17-0274.1?af=R,2015
226,192,"California drought trends, 1979-2005",Drought,Insufficient data/inconclusive,"""These results allow a tenuous case for human-driven climate change driving increased gradients and favoring the west coast ridge, but observational data are not sufficiently accurate to confirm or reject this case.""",https://journals.ametsoc.org/doi/full/10.1175/JCLI-D-17-0192.1,1979-2005
227,Rapid study.  193,"Somalia drought, 2016",Drought,Insufficient data/inconclusive,"""Taking all the evidence together we therefore conclude that the effect of climate change on dry extremes in Somalia and Somaliland in the autumn (Deyr) rains is small compared to natural variability. We cannot show that climate change influenced the probability of drought.""",https://www.worldweatherattribution.org/somalia-drought-2016-2017/,2016
228,194,"European drought, 2015",Drought,Insufficient data/inconclusive,"""Assessments using the maximum number of models and counterfactual climates with pre‐industrial greenhouse gas concentrations point to an enhanced drought risk in Europe. However, other evaluations show contradictory evidence.""",https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1002/2017EF000612,2015
229,195,"South Louisiana flooding, August 2016",Rain & flooding,More severe or more likely to occur,"""Taking into account all modeling results, the probability of an event like the one in south Louisiana in 2016 has increased at least by a factor of 1.4 due to radiative forcing.""",https://www.hydrol-earth-syst-sci.net/21/897/2017/hess-21-897-2017.html,2016
230,196,"Colorado floods, September 2013",Rain & flooding,More severe or more likely to occur,"""Using this ‘conditional event attribution’ approach we find that our regional climate model simulations indicate that anthropogenic drivers increased the magnitude of heavy northeast Colorado rainfall for the wet week in September 2013 by 30%, with the occurrence probability of a week at least that wet increasing by at least a factor of 1.3.""",https://www.sciencedirect.com/science/article/pii/S2212094716300470?via%3Dihub,2013
231,197,"West Africa heavy rainfall, July-August 2012",Rain & flooding,"Decrease, less severe or less likely to occur","""Results show that anthropogenic greenhouse gas emissions have decreased the probability of high precipitation across most of the model ensembles.""",http://iopscience.iop.org/article/10.1088/1748-9326/aa5386/pdf,2012
232,198,"Southern Europe 'unusually hot & dry' summer, 2012",Compound,More severe or more likely to occur,"""[T]here has been a significant increase in the risk of hot summers in southern Europe with climate change. Most approaches also suggested a slight drying, but none of the results were statistically significant.""",https://rd.springer.com/article/10.1007%2Fs00382-017-3822-7,2012
233,198,"Northern Europe 'very wet' summer, 2012",Rain & flooding,No discernible human influence,"""The unusually wet summer in northern Europe was made more likely by the observed atmospheric circulation pattern in 2012, but no evidence was found for a long-term trend in circulation.""",https://rd.springer.com/article/10.1007%2Fs00382-017-3822-7,2012
234,199,"Sea of Okhotsk sea ice record low, 2015","Cold, snow & ice","Decrease, less severe or less likely to occur","""It was found that because of anthropogenic influence, both the probability of extreme low Okhotsk SIEs that exceed the 2015 event and the observed long-term trends during 1979–2015 have increased by more than 4 times.""",https://journals.ametsoc.org/doi/10.1175/JCLI-D-16-0587.1,2015
235,180,"Arctic sea ice record low, 2012","Cold, snow & ice","Decrease, less severe or less likely to occur","""We also demonstrate the ability of our framework to systematically evaluate the role of dynamic and thermodynamic factors such as atmospheric circulation patterns and atmospheric water vapor, and find extremely high statistical confidence that anthropogenic forcing increased the probability of record-low Arctic sea ice extent.""",https://www.pnas.org/content/early/2017/04/18/1618082114.full,2012
236,200,"Sierra Nevada snowpack low, 2011-15","Cold, snow & ice","Decrease, less severe or less likely to occur","""Anthropogenic warming reduced average snowpack levels by 25%, with middle‐to‐low elevations experiencing reductions between 26 and 43%""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016GL072104,2011-15
237,Rapid study.  201,"South-east Europe extreme cold, winter 2017","Cold, snow & ice",Insufficient data/inconclusive,"""The temperature of these cold waves has increased since 1950. This increase is not statistically significant due to the variability of the weather, but climate models show the same increase.""",https://www.worldweatherattribution.org/se-europe-cold-january-2017/,2017
238,202,"Hurricane Harvey, August 2017",Storm,More severe or more likely to occur,"""Extrapolating these results to the 2017 event, we conclude that global warming made the precipitation about 15% (8%–19%) more intense, or equivalently made such an event three (1.5–5) times more likely.""",https://iopscience.iop.org/article/10.1088/1748-9326/aa9ef2,2017
239,203,"New York City floods, since pre-industrial",Storm,More severe or more likely to occur,"""However, projected sea-level rise causes overall flood heights associated with tropical cyclones in New York City in coming centuries to increase greatly compared with preindustrial or modern flood heights""",https://www.pnas.org/content/early/2017/10/03/1703568114/tab-article-info,
240,204,"Eastern Pacific 'extreme' hurricane season, 2015",Storm,More severe or more likely to occur,"""Although the likelihood of such an extreme year depends on the phase of natural variability, the coupled GCM projects an increase in the frequency of such extremely active TC years over the next few decades for EPO, CPO, and Hawaii as a result of enhanced subtropical Pacific warming from anthropogenic greenhouse gas forcing.""",https://journals.ametsoc.org/doi/10.1175/JCLI-D-16-0424.1,2015
241,205,"Hurricane Harvey rainfall, 2017",Storm,More severe or more likely to occur,"""We find that human-induced climate change likely increased the chances of the observed precipitation accumulations during Hurricane Harvey in the most affected areas of Houston by a factor of at least 3.5""",https://agupubs.onlinelibrary.wiley.com/doi/10.1002/2017GL075888,2017
242,206,"Typhoon hitting eastern Hokkaido, August 2016",Storm,More severe or more likely to occur,"""The amount, intensity, and duration of rainfall in eastern Hokkaido associated with the typhoon increased in the warming climate.""",https://doi.org/10.2151/sola.2017-045,2016
243,207,"Western Canada fire risk, May 2016",Wildfire,More severe or more likely to occur,"""The combined effect of anthropogenic and natural forcing is estimated to have made extreme fire risk events in the region 1.5 to 6 times as likely compared to a climate that would have been with natural forcings alone.""",https://rd.springer.com/article/10.1007%2Fs10584-017-2030-0,2016
